url,energy,heating,price,area,rooms,fee,zipcode,construction_year,level,price_per_area
https://www.immowelt.de/expose/29k4k5s,na,na,369000.0,52.0,2.0,3.57,10243.0,1956.0,1.0,7096.153846153846
https://www.immowelt.de/expose/296fa5d,Fernwärme,Fußbodenheizung,575000.0,84.5,3.0,3.57,13088.0,2016.0,3.0,6804.733727810651
https://www.immowelt.de/expose/29zzv5t,Gas,Zentralheizung,199900.0,62.83,2.0,3.57,14165.0,1962.0,1.0,3181.6011459493875
https://www.immowelt.de/expose/29n485s,Gas,Fußbodenheizung,295000.0,38.47,3.0,3.57,10777.0,1910.0,1.0,7668.312971146348
https://www.immowelt.de/expose/29y6r5r,Gas,"Kamin, ",389900.0,65.0,2.0,3.57,12159.0,1900.0,1.0,5998.461538461538
https://www.immowelt.de/expose/29jqd5t,Gas,Etagenheizung,880000.0,123.0,4.0,3.57,12161.0,1905.0,1.0,7154.471544715447
https://www.immowelt.de/expose/29rqz5r,Öl,Zentralheizung,219000.0,60.0,2.0,3.57,13409.0,1968.0,1.0,3650.0
https://www.immowelt.de/expose/274k95c,Fernwärme,Fußbodenheizung,1880000.0,172.0,3.0,3.57,14057.0,1900.0,1.0,10930.232558139534
https://www.immowelt.de/expose/296ha5r,na,na,198000.0,53.0,2.0,3.57,13403.0,1956.0,1.0,3735.8490566037735
https://www.immowelt.de/expose/29tda5r,na,na,1024000.0,105.0,4.0,3.57,10585.0,1956.0,1.0,9752.380952380952
https://www.immowelt.de/expose/29rts5d,Gas,Zentralheizung,450000.0,80.39,3.0,3.57,12209.0,1992.0,1.0,5597.711158104242
https://www.immowelt.de/expose/29z685r,na,na,699000.0,96.0,5.0,3.57,14163.0,1984.0,1.0,7281.25
https://www.immowelt.de/expose/29aw65r,"Fernwärme, ",Heizungsart,980000.0,133.4,4.0,3.57,12159.0,2023.0,4.0,7346.326836581708
https://www.immowelt.de/expose/29huv5q,Gas,Zentralheizung,234800.0,39.0,1.0,3.57,10715.0,1898.0,1.0,6020.51282051282
https://www.immowelt.de/expose/29rsv5q,na,na,349990.0,77.86,2.0,3.57,13088.0,1912.0,1.0,4495.119445157976
https://www.immowelt.de/expose/2945v5q,Gas,Zentralheizung,239990.0,41.99,1.0,3.57,10715.0,1898.0,1.0,5715.408430578709
https://www.immowelt.de/expose/2953v5q,na,na,499900.0,111.0,3.0,3.57,13088.0,1912.0,1.0,4503.603603603604
https://www.immowelt.de/expose/29dgp5q,Gas,Zentralheizung,475000.0,65.0,2.0,3.57,10719.0,1900.0,1.0,7307.692307692308
https://www.immowelt.de/expose/29gmj5q,na,na,339000.0,63.0,2.0,3.57,14193.0,1909.0,1.0,5380.952380952381
https://www.immowelt.de/expose/29vl25q,na,na,250000.0,39.5,1.0,3.57,14057.0,1900.0,2.0,6329.113924050633
https://www.immowelt.de/expose/29bpy5p,Gas,Zentralheizung,360000.0,94.0,3.0,3.57,13595.0,1956.0,1.0,3829.7872340425533
https://www.immowelt.de/expose/29jdw5p,na,na,399000.0,68.36,3.0,3.57,14059.0,1906.0,4.0,5836.7466354593325
https://www.immowelt.de/expose/29fds5p,Fernwärme,Zentralheizung,593000.0,71.0,3.0,3.57,10117.0,1992.0,2.0,8352.112676056338
https://www.immowelt.de/expose/2v64d4n,Elektro,Etagenheizung,195000.0,30.43,1.0,3.57,10585.0,1974.0,1.0,6408.149852119619
https://www.immowelt.de/expose/29fwm5p,na,na,510000.0,76.0,2.0,3.57,10249.0,1956.0,1.0,6710.526315789473
https://www.immowelt.de/expose/29svm5p,Fernwärme,Zentralheizung,290000.0,55.0,2.0,3.57,10247.0,1956.0,1.0,5272.727272727273
https://www.immowelt.de/expose/29hvm5p,na,na,405000.0,55.0,2.0,3.57,10627.0,1956.0,1.0,7363.636363636364
https://www.immowelt.de/expose/29zkk5p,na,na,450000.0,100.0,3.0,3.57,13585.0,1956.0,1.0,4500.0
https://www.immowelt.de/expose/29hlj5m,Fernwärme,Zentralheizung,430000.0,76.0,2.0,3.57,12167.0,1973.0,1.0,5657.894736842105
https://www.immowelt.de/expose/29pkm5l,Gas,"Fußbodenheizung, ",499000.0,86.5,3.0,3.57,12555.0,2016.0,1.0,5768.78612716763
https://www.immowelt.de/expose/29ud45b,Öl,Zentralheizung,315000.0,60.0,3.0,3.57,14129.0,1932.0,2.0,5250.0
https://www.immowelt.de/expose/29qru5n,Öl,Zentralheizung,325000.0,67.0,3.0,3.57,12105.0,1956.0,1.0,4850.746268656716
https://www.immowelt.de/expose/29blf5n,Öl,Zentralheizung,215000.0,52.0,2.0,3.57,10825.0,1954.0,1.0,4134.615384615385
https://www.immowelt.de/expose/29bte5n,na,na,370000.0,60.0,2.0,3.57,10715.0,1931.0,4.0,6166.666666666667
https://www.immowelt.de/expose/29awc5n,Fernwärme,Zentralheizung,375000.0,64.17,3.0,3.57,12055.0,1926.0,1.0,5843.85226741468
https://www.immowelt.de/expose/29p8b5n,na,na,790000.0,101.0,3.0,3.57,10585.0,1956.0,1.0,7821.782178217822
https://www.immowelt.de/expose/29sb65n,Gas,Zentralheizung,449000.0,65.11,2.0,3.57,10717.0,1900.0,1.0,6896.022116418369
https://www.immowelt.de/expose/29aj35n,na,na,449000.0,95.0,3.0,3.57,13581.0,1956.0,1.0,4726.315789473684
https://www.immowelt.de/expose/29kb25n,na,na,260126.0,62.79,2.0,8.96,10245.0,1010.0,4.0,4142.793438445612
https://www.immowelt.de/expose/29wjx5m,Fernwärme,Fußbodenheizung,447000.0,74.62,2.0,2.5,10317.0,2019.0,1.0,5990.351112302332
https://www.immowelt.de/expose/29g5x5m,Gas,Zentralheizung,740000.0,111.0,4.0,3.57,14195.0,1967.0,1.0,6666.666666666667
https://www.immowelt.de/expose/298bv5m,Gas,Zentralheizung,369900.0,59.62,2.0,3.57,13357.0,1995.0,5.0,6204.29386112043
https://www.immowelt.de/expose/29fft5m,na,na,363350.0,58.02,2.0,3.57,12161.0,1910.0,2.0,6262.495691140985
https://www.immowelt.de/expose/299ct5m,Gas,Zentralheizung,324890.0,63.0,2.0,3.57,13357.0,1995.0,1.0,5156.984126984127
https://www.immowelt.de/expose/29alx59,Öl,Zentralheizung,210000.0,35.0,1.0,3.57,14193.0,1958.0,3.0,6000.0
https://www.immowelt.de/expose/296vj5m,na,na,301000.0,51.0,2.0,3.57,10439.0,1956.0,1.0,5901.9607843137255
https://www.immowelt.de/expose/29asj5m,na,na,205000.0,45.0,2.0,3.57,12105.0,1956.0,1.0,4555.555555555556
https://www.immowelt.de/expose/293nj5m,na,na,459000.0,70.0,3.0,3.57,14199.0,1956.0,1.0,6557.142857142857
https://www.immowelt.de/expose/29vjj5m,na,na,890000.0,92.0,2.0,3.57,10717.0,1956.0,1.0,9673.91304347826
https://www.immowelt.de/expose/29jxf5m,Öl,Zentralheizung,479000.0,60.0,1.0,3.57,10711.0,1956.0,1.0,7983.333333333333
https://www.immowelt.de/expose/29chc5m,na,na,899000.0,142.0,4.0,3.57,14193.0,1956.0,1.0,6330.985915492958
https://www.immowelt.de/expose/292z95m,na,na,335000.0,69.42,3.0,3.57,12277.0,1933.0,1.0,4825.698645923365
https://www.immowelt.de/expose/29zy95m,na,na,335000.0,69.67,3.0,3.57,12277.0,1956.0,1.0,4808.382374049089
https://www.immowelt.de/expose/29xy95m,na,na,335000.0,69.67,3.0,3.57,12277.0,1956.0,1.0,4808.382374049089
https://www.immowelt.de/expose/296tn54,"Fernwärme, ",Heizungsart,299000.0,53.67,2.0,3.57,12587.0,2015.0,2.0,5571.082541457052
https://www.immowelt.de/expose/298g65m,na,na,390000.0,88.0,3.0,3.57,10317.0,1956.0,1.0,4431.818181818182
https://www.immowelt.de/expose/29he45m,na,na,265000.0,60.0,2.0,3.57,13585.0,1956.0,1.0,4416.666666666667
https://www.immowelt.de/expose/29ryw5l,Öl,Zentralheizung,330000.0,66.0,2.0,3.57,13407.0,1961.0,4.0,5000.0
https://www.immowelt.de/expose/29gkg5l,na,na,379000.0,116.01,3.0,3.57,13595.0,1956.0,4.0,3266.959744849582
https://www.immowelt.de/expose/297kg5l,Öl,Etagenheizung,249000.0,71.36,3.0,3.57,12279.0,1970.0,1.0,3489.3497757847535
https://www.immowelt.de/expose/29trv5k,Gas,Zentralheizung,390000.0,51.0,2.0,3.57,10965.0,1900.0,3.0,7647.058823529412
https://www.immowelt.de/expose/298vj5k,na,na,350000.0,38.0,1.0,3.57,14193.0,1974.0,1.0,9210.526315789473
https://www.immowelt.de/expose/29zyg5k,na,na,999000.0,135.39,4.0,3.57,13086.0,1956.0,2.0,7378.683802348771
https://www.immowelt.de/expose/29p4f5k,na,na,311000.0,50.0,2.0,3.57,12203.0,1956.0,1.0,6220.0
